user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiment_label,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
scarlet monahan,United Kingdom,"looking in-looking on,
making art, still trying to work out the difference between a smile & a grin
photographic artist sculpture poet controversial celebrity",5/3/2011 23:23,336452,23823,549522,FALSE,7/25/2020 9:59,boris johnson dominic cummings carehomeicide secondpeak secondwave covid,"['CareHomeicide', 'SecondPeak', 'Secondwave', 'COVID19']",autotweet scheduler,FALSE,Neutral,2024,,,,,,,,,
Kumar Raj 🇹🇭🇮🇳,"Bangkok, Thailand","#Blogger #Photographer #Bollywood #DigitalMedia #marketing #brandbuilding, #leadgeneration #Ecommerce https://t.co/SGKPxJs74w #marketingbyraj",12/20/2008 10:30,6097,751,10252,FALSE,7/25/2020 9:59,official covid update thailand th july people infected discharged hospita,"['COVID19', 'Thailand']",Twitter for Android,FALSE,Neutral,2025,,,,,,,,,
Manish Batavia,"Mumbai, India",Presenter/Commentator @sonysportsindia / @cricbuzz / @starsportsindia / @9xmindia / @spotboye / Events / Insta @manishbatavia,5/6/2009 19:58,5094,879,25516,FALSE,7/25/2020 9:59,still today shoot home ekdum good boy look wfh workfromhome shootfromhome lockdowndiaries,"['WFH', 'WorkFromHome', 'ShootFromHome', 'LockdownDiaries']",Twitter for iPhone,FALSE,Joy,2026,,,,,,,,,
Thomas Vitins,"Brummana, Lebanon🇱🇧","Passionate about Music, History, Politics, Science, Art, Paintings https://t.co/XRYviGHta9 | @Lydia_Canaan | from 🇨🇭&🇨🇦",11/23/2014 2:45,5647,6017,58644,FALSE,7/25/2020 9:59,everything closed lebanonLebanon starting monday covid health prevention,"['Lebanon', 'The961', 'COVID19', 'health', 'prevention']",Twitter for iPhone,FALSE,Neutral,2027,,,,,,,,,
Rizwan Shah رضوان شاہ रिज़वान शाह,Talagang,"is tarah kar gayā dil ko mire vīrāñ koī
na tamannā koī baaqī hai na armāñ koī

«Chiragh Hasan Hasrat»

… I sojourn here, alone and palely loitering …
#NoRegrets",2/21/2014 10:31,80,301,3268,FALSE,7/25/2020 9:59,next two week crucial regard coronavirus asadumar covid covidpakistan zahoor dawnnews,"['coronavirus', 'AsadUmar', 'Covid19', 'Covid19Pakistan', 'Zahoor']",Twitter Web App,FALSE,Neutral,2028,,,,,,,,,
Zoomer Magazine,CANADA 🇨🇦,"Canada’s award-winning magazine & website. Tailored for grown-ups, we serve an audience that has attitude, energy, passion & purpose. / Instagram: @ zoomermag",4/16/2009 0:09,15065,1694,5711,TRUE,7/25/2020 9:59,one biggest indicator complication covid even age frailty general term u,"['Covid19', 'frailty']",Sprout Social,FALSE,Joy,2029,,,,,,,,,
Dr Emma Hodcroft,Switzerland,"Die Virenjägerin! ☣️🏹🧬
Co-developer of @nextstrain at @biozentrum @UniBas!
Using programming & phylogenetics, I study & track viruses. I like airplanes & cats",3/7/2009 22:23,21339,457,9115,TRUE,7/25/2020 9:58,high risk starr county texas model country containing covid sarscov via mask stayathom,"['Texas', 'COVID19', 'SARSCoV2']",Twitter Web App,FALSE,Joy,2030,,,,,,,,,
Neil Webster,"Whitstable, Kent",Personal tweets from me. #Whitstable #Kent based family and media bloke,2/16/2009 19:15,1512,1394,12360,FALSE,7/25/2020 9:58,help slow spread covid identify risk case sooner selfreporting symptom daily even,['COVID19'],Twitter for iPhone,FALSE,Fear,2031,,,,,,,,,
🇺🇸 🌎☯️ #YourVOTEMatters ☮️ 🌍🇺🇸,Global Citizen ,#NAME?,1/1/2012 14:19,2666,3426,118625,FALSE,7/25/2020 9:58,putinsownstrump ditto countless russianrepublicans trumprussiacollusion plain sight downarrow yes,"['PutinsOWNsTRUMP', 'RussianRepublicans', 'TrumpRussiaCollusion']",Twitter Web App,FALSE,Fear,2032,,,,,,,,,
A,?,the less you know the better !! ॐ नम: शिवाय 🙏,6/17/2011 9:34,3818,1010,223357,FALSE,7/25/2020 9:58,ex barca player current alsadd coach xavi tested positive covid get well soon bos foldedhands,"['AlSadd', 'Xavi', 'COVID19']",Twitter for iPhone,FALSE,Joy,2033,,,,,,,,,
UK in Belgium🇬🇧🇧🇪,"Brussels, Belgium",Official account of the British Embassy in #Belgium #Belgique #België #digitaldiplomacy https://t.co/EpQGZX6L6p HM Ambassador @martin_shearman,5/8/2012 13:05,6477,1804,1593,TRUE,7/25/2020 9:58,updated covid travel advice belgium UnitedKingdomBelgium please note included additional informati,['COVID19'],Twitter for Android,FALSE,Neutral,2034,,,,,,,,,
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",12/23/2008 7:55,1215923,2047,19360,TRUE,7/25/2020 9:58,need plasma ove covid recovered patient,['COVID19'],Twitter Web App,FALSE,Neutral,2035,,,,,,,,,
mick,Somerset Uk,"Telecommunications Engineering Manager. Satellite, 3,4,5G Mobile, Radar, VHF, UHF, Encryption, Network Control &Power systems. Climate change REALIST.",3/29/2012 9:24,762,858,8582,FALSE,7/25/2020 9:58,wearing mask combate covid rule,"['mask', 'COVID19']",Twitter Web App,FALSE,Neutral,2036,,,,,,,,,
The Hans India,Hyderabad,The Hans India is a leading English news paper and is published from #Telangana #AndhraPradesh and #NewDelhi,9/17/2013 9:26,5715,1630,45,FALSE,7/25/2020 9:58,healthy baby born covid mother bengaluru hospital bengaluruhospital vanivilashospital,"['Bengaluruhospital', 'VaniVilasHospital']",Hocalwire Social Share,FALSE,Joy,2037,,,,,,,,,
The Automatic Earth,Atlantic Ocean,"Futurists in finance, energy and planet earth",3/24/2009 22:54,3925,193,1257,FALSE,7/25/2020 9:57,debt rattle july biden boeing coronavirus covid eviction fauci fionahill nevada oregon steele,"['Biden', 'Boeing', 'coronavirus', 'COVID19', 'evictions', 'Fauci', 'FionaHill', 'Nevada', 'Oregon', 'Steele']",Twitter Web App,FALSE,Neutral,2038,,,,,,,,,
COVID-19: The Numbers,"Florida, USA",A robot that tweets the numbers behind COVID-19. Built by @al5ina5.,7/21/2020 8:53,14,87,3,FALSE,7/25/2020 9:57,coronavirus italy total confirmed death covid,"['Coronavirus', 'Italy', 'COVID19']",Sebastian's Twitter Bot,FALSE,Joy,2039,,,,,,,,,
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",12/23/2008 7:55,1215923,2047,19360,TRUE,7/25/2020 9:57,srinagar need blood type opositive skim soura blood component need plasma ave covid recovere,"['Srinagar', 'Blood', 'COVID19']",Blood Donors India,FALSE,Neutral,2040,,,,,,,,,
Arul Veerapandi,"Salem, IN",Social Activist,8/5/2014 6:52,1117,453,17836,FALSE,7/25/2020 9:57,covid impact indian fuelpumpdaily increase fuel price,"['COVID19', 'आपदा_में_भाजपाई_अवसर']",Twitter for Android,FALSE,Neutral,2041,,,,,,,,,
Awhile Christian Forum,Uyo,"A convergence of Christ-followers who believe in His second coming to receive the believers, so that where He is, there they may be also (John 14:3). #EndTimes",7/11/2020 22:00,99,270,9,FALSE,7/25/2020 9:57,lord let every soul captivity devil delivered right isaiah awhileforum,['awhileforum'],Twitter Web App,FALSE,Joy,2042,,,,,,,,,
DonnaS,United States,Concerned about the plight of older adults. We’ll be one if we’re lucky. Opinions stated are my own! Retweets or likes are not necessarily an endorsement.,8/24/2008 2:58,334,525,13003,FALSE,7/25/2020 9:57,remember moment like covid coronavirus saturdaythoughts,"['COVID19', 'coronavirus', 'SaturdayThoughts']",Twitter for iPad,FALSE,Neutral,2043,,,,,,,,,
Marshall Curtis ☂️🧢😷👎🤝👎👍🙏👍😷🧢☂️,WA USA,Call the DNC during normal business hours at 1-202-863-8000 if you want #AndrewYang to be keynote speaker at the 2020 Democratic #Convention!,1/24/2012 23:19,2068,4999,4344,FALSE,7/25/2020 9:57,answerto anyone caught covid know someone bad symptom kittie ray,"['AnswerTo', 'COVID19', 'symptoms']",Twitter for iPhone,FALSE,Sad,2044,,,,,,,,,
Baaghi TV باغی ٹی وی,Pakistan,"A digital web news network of Pakisan prevailing truth, justice and accountability shunning corruption, injustice, crime and terrorism. #BaaghiTV",12/17/2012 13:56,37166,5,1382,TRUE,7/25/2020 9:57,corona case worldwide reach fatality surge covid,['COVID19'],Twitter Web App,FALSE,Neutral,2045,,,,,,,,,
Carol,"Wolverhampton, UK","Mum, sister, retiring Teacher, married to a Secondary Head (retired), hope to always make a +ve difference.",6/5/2012 10:41,1024,1105,48025,FALSE,7/25/2020 9:57,decision nh pay leave one behind thats signed everydoctoruks letter prime ministe,['NHS'],Twitter for iPad,FALSE,Sad,2046,,,,,,,,,
Jimmy Jim James,Rutland ,"Twitter Profile of Jim Byrne 

Father, Artist, Thinker, Vulcan

Art: “Madness Vs. Community”",12/14/2018 16:30,103,496,29552,FALSE,7/25/2020 9:57,rholcombevt covid difficult lag event data collection human emotion,['covid19'],Twitter Web App,FALSE,Fear,2047,,,,,,,,,
Shelin Baros,South Africa,Live just for the moment,3/3/2010 19:56,104,535,727,FALSE,7/25/2020 9:57,new normal socialdistancing covid milan,"['socialdistancing', 'covid19', 'Milan']",Instagram,FALSE,Joy,2048,,,,,,,,,
Christine Vickers,"Wirral, UK","Wife/Mother/Grandma. Retd. Dep HT, Interests - words, gardening, politics, The Archers, education, (esp SEND), Science & Truth. Humanist/Atheist. She/her.",8/8/2015 23:59,371,667,54662,FALSE,7/25/2020 9:57,help slow spread covid identify risk case sooner selfreporting symptom daily even,['COVID19'],Twitter for Android,FALSE,Fear,2049,,,,,,,,,
First India,"Jaipur, India",Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia,4/4/2019 10:16,5707,202,118,FALSE,7/25/2020 9:57,uttarpradesh letter cm yogi adityanath congress leader priyanka gandhi vadra say amid explosive rise,['UttarPradesh'],Twitter Web App,FALSE,Neutral,2050,,,,,,,,,
Tom Stannard,"Wakefield, West Yorkshire, UK",Corporate Director Regeneration & Economic Growth @MyWakefield | UK #localgov | Member @RICSnews @Solace_UK | Board @CLESthinkdo @theIED | CFC | bike run hike,3/18/2009 20:02,3298,837,241,FALSE,7/25/2020 9:57,rise retail sale business activity boost covid recovery hope via guardian economy recovery,"['economy', 'recovery']",Twitter for iPad,FALSE,Neutral,2051,,,,,,,,,
Grand Solar Minimum,"FREE BOOK. ""Revolution: Ice Age Re-Entry"" Click link.","Natural Climate Change Risk-Mitigation: Switch to Renewable  Energy, and Implement Decentralized Sustainable Development/Living &  Prepandemic flu Immunization",11/15/2018 8:00,5466,5721,11279,FALSE,7/25/2020 9:57,infinitesmile left wondering part covid vaccination plan,['Covid19'],Twitter Web App,FALSE,Neutral,2052,,,,,,,,,
Behindwoods,India,"Informing 7 Crore People. We're the most popular online media organization in TN, trusted for our highest standards of ethics and quality for the past 17 years.",5/2/2009 20:51,921105,1487,6091,FALSE,7/25/2020 9:56,doctor dy covid private hospital refuse admission relative narrate shocking story,"['Doctor', 'COVID19', 'Shocking']",Twitter Web App,FALSE,Sad,2053,,,,,,,,,
Andrew Bjork 🧢,"Winston-Salem, NC","Out bi man who believes in UBI-FIT* policy & consolidating most Cabinet departments

*universal basic income & flat income tax",8/3/2015 8:09,66,49,1687,FALSE,7/25/2020 9:56,brink civil war trump covid portlandprotest people following simple,"['Trump', 'COVID19', 'PortlandProtest']",Twitter Web App,FALSE,Neutral,2054,,,,,,,,,
JKUT NEWS,"Jammu, Jammu And Kashmir",JKUT NEWS provide a platform to the viewers as the most respected and trusted source for news and information.,1/14/2020 7:42,411,73,665,FALSE,7/25/2020 9:56,indiafightscorona roundpushpincan shoe spread covid virusredquestionmarkredquestionmarkredquestionmark uprightarrow likelihood covid spread shoe,"['IndiaFightsCorona', 'COVID19', 'COVID19']",Twitter for iPhone,FALSE,Neutral,2055,,,,,,,,,
Hasan Patel,"Birmingham, England","In the world of Comms | ex @AJEnglish and @BBCNews | Interest in comms, current affairs, running and MUFC | Own views and also part of @heart_runners.",2/24/2009 0:55,5141,554,1342,TRUE,7/25/2020 9:56,sandwell councillor apologise breaching covid rule appearing group photo people honestly,"['Sandwell', 'COVID19']",Twitter for iPhone,FALSE,Neutral,2056,,,,,,,,,
Alkhidmat Foundation KPK,khyber Pakhtunkhwa - Pakistan,Alkhimdat Foundation KPK Pakistan,11/21/2012 7:42,3343,2687,994,FALSE,7/25/2020 9:56,thanks roche pakistan providing free cost testing kit covid corona covid support help,"['Roche', 'corona', 'covid19', 'Support', 'help']",Twitter Web App,FALSE,Joy,2057,,,,,,,,,
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",12/23/2008 7:55,1215923,2047,19360,TRUE,7/25/2020 9:56,delhi need blood type abpositive apollo sarita vihar blood component need plasma abve covid,"['Delhi', 'Blood', 'COVID19']",Blood Donors India,FALSE,Neutral,2058,,,,,,,,,
COTUS,United States,"Citizen Of The United States. Son of a LEGAL immigrant. Christian, Patriot, #KAG2020 ProLife IFB- pls msg if I don't within 3 days- sometimes I don't see them!",4/18/2009 20:35,1711,1882,29278,FALSE,7/25/2020 9:56,drdavidsamadi could please explain nygovcuomo covid cant tell difference chicken wing chicken breast,['COVID19'],Twitter for iPhone,FALSE,Sad,2059,,,,,,,,,
Joy Andrews 😷,Planet Earth In The Cosmos,"DAUGHTER Of HOLY TRINITY UNIVERSE #BodyOfChrist

Prophecy Is Real.  Planet Earth is Real.  WAKE UP#TruthBeTold",7/17/2017 9:37,379,697,7943,FALSE,7/25/2020 9:55,obesity covid read somewhere virus life fat body therefore parasite type organi,"['obesity', 'COVID19']",Twitter Web App,FALSE,Neutral,2060,,,,,,,,,
Khoe-Cau-Asian,Occupied Indigenous land. ,"#QURAN#SUNNAH#SALAF, #indigenousrights #Anusa, dislikes #Islamophobia, ask me don't assume,
likes & retweets not endorsments",5/3/2010 8:11,265,255,4171,FALSE,7/25/2020 9:55,jennifermarguli many death truly covid funny tb death reported global,['covid19'],Twitter for Android,FALSE,Joy,2061,,,,,,,,,
🇬🇧Romeo Bravo🇬🇧,Derbyshire,"THEN: #RAF ColdWarWarrior, #Comint #Sigint #IntelligenceAnalyst.
NOW: Strong Conservative, Europhile, anti-EU, Loving Retirement.",11/10/2012 16:13,755,801,6086,FALSE,7/25/2020 9:55,economy stand chance recovery normality restored forcing mask u feed paranoia,['masks'],Twitter for Android,FALSE,Neutral,2062,,,,,,,,,
Andrew J. Dettman,Kingston-upon-Hull UK (HU),"#theHUmanhealing #stuckaddiction #brokenaddiction @the_balid
Retweets ≠ endorsement",4/24/2013 11:41,487,399,6510,FALSE,7/25/2020 9:55,stuckaddiction brokenaddiction indicator global pandemic covid lesser symptom,"['stuckaddiction', 'brokenaddiction', 'COVID19']",Twitter for Android,FALSE,Neutral,2063,,,,,,,,,
Michael Ziegelmeir 🇪🇺,"Munich, Germany","🎓Politics & Technology @TU_Muenchen. 🛠Engineer. 📚Research: 🚄HighSpeedRail, 🌐BeltAndRoad, 🇨🇳China, 📈DataScience, 🔗Blockchain ₿, 💡AI. 🌌@DieHumanisten",8/17/2018 18:39,234,2247,2352,FALSE,7/25/2020 9:55,another day another record new covid case yesterday usaUnitedStates brazilBrazil indiaIndia mexicoMexico,"['COVID19', 'USA', 'Brazil', 'India', 'Mexico']",Twitter Web App,FALSE,Joy,2064,,,,,,,,,
Friday Nights Chippy Night,Peoples Republic of Liverpool,#Scouse https://t.co/SNG9X036is,1/20/2011 14:44,74435,7555,21496,FALSE,7/25/2020 9:55,unfortunately year annewilliamsgolfday cancelled due covid letter,"['AnneWilliamsGolfDay', 'COVID19']",Twitter for iPad,FALSE,Fear,2065,,,,,,,,,
M.H.M.R.86,Selangor,"Live better,More Efforts.....",3/13/2015 15:28,42,1453,107,FALSE,7/25/2020 9:55,covid malaysia number glance th july pm covid kitateguhkitamenang sihatmilikku,"['COVID19', 'KitaTeguhKitaMenang', 'sihatmilikku']",Instagram,FALSE,Neutral,2066,,,,,,,,,
Giuseppe Famà,"Brussels, Belgium","Head of #EU Affairs at @CrisisGroup, empowering responses to prevent conflicts.

Formerly 🇪🇺 in Mali & Libya; ITA.

Progressive, irregular writer, music geek.",3/27/2014 22:24,1088,1579,6373,FALSE,7/25/2020 9:55,five month ago italy among first country live horror covid witnessed sort,['COVID19'],Twitter for Android,FALSE,Joy,2067,,,,,,,,,
'Miji®️🇳🇬🦅,"Federal Capital Territory, Nig","|CHRISTIAN |LAWYER⚖️ |CREATIVE✒️🎤|@manutd STAN 💯| DO SOMETHING, DON'T JUST QUIT",11/21/2013 20:54,1270,1145,9132,FALSE,7/25/2020 9:55,concern covid still much march,['COVID19'],Twitter for iPhone,FALSE,Joy,2068,,,,,,,,,
#BuildBackBetter | SocialImpact| AgriTech| Data,"Nigeria, Global",Forbes Startup Accelerator | Data/AI Evangelist | Sustainability | Agricultural Consultant | SDGs Activator | #TEFAlumni | GlobalGoals | @ProximateAGRO,8/25/2010 22:38,2176,4994,16806,FALSE,7/25/2020 9:55,opl academy would like invite enrol etradesman empowerment program happening august orga,['Empowerment'],Twitter for Android,FALSE,Neutral,2069,,,,,,,,,
Ray Walley,"Dublin City, Ireland",Husband/Dad GP/GPTrainer. First VicePresid. European Doctors https://t.co/fzeJU6c2Dz 2019-2022 Past Presid. https://t.co/XUrrpK0BLZ “Please ensure that You Wash your Hands”,4/2/2014 18:23,4426,1996,10064,FALSE,7/25/2020 9:55,coronavirus outbreak live update news july bloomberg covid germany advises returning,['covid19'],Twitter for iPhone,FALSE,Joy,2070,,,,,,,,,
Eileen Lambert 🇪🇺,Liverpool,"European - Toffee Girl - Elf - Grecophile - Loves EU, Liverpool, Picasso, Hats, Argentine Tango",10/1/2013 14:42,265,545,3748,FALSE,7/25/2020 9:55,help slow spread covid identify risk case sooner selfreporting symptom daily even,['COVID19'],Twitter for Android,FALSE,Fear,2071,,,,,,,,,
Eduardo Valente,#SãoPaulo #SP #Brasil ,Tel.11 3977-7227 WatZap 11 98699-8121 Foto  🇧🇷 #SEO #SeoGoogle #SeoBing #SeoYahoo  #EduardoValente  Consultor de Marketing e Criação de Loja Virtual #B2C #B2B,6/26/2014 17:50,3726,3532,8728,FALSE,7/25/2020 9:55,covid lung disease via forbes helen albertcontributor healthcare covid forbes,"['Healthcare', 'covid19', 'Forbes']",Twitter Web App,FALSE,Neutral,2072,,,,,,,,,
NobleHallAcademy,Abuja - Nigeria,Providing a British style; exciting and enriching learning environment for Girls between ages 10-16 (Day and Boarding School in Abuja) +2348077299329,2/18/2013 4:10,784,1071,328,FALSE,7/25/2020 9:55,l e e r r e partypopperconfettiballwomanfairylightskintone celebrating class grand style compliance covid sa,['Covid19'],Twitter for iPhone,FALSE,Joy,2073,,,,,,,,,
Mike Johnson,I am a citizen of the World,"I now understand the meaning behind Trump's Memo 618
- making things clear and concise -
Trump is an ""ultracrepidarian""",3/19/2009 5:52,43,148,4663,FALSE,7/25/2020 9:55,realdonaldtrump person woman man camera tv covid covididiots trumpvirus,"['COVID19', 'COVIDIDIOTS', 'TrumpVirus']",Twitter Web App,FALSE,Neutral,2074,,,,,,,,,
OTV,"Bhubaneshwar, India","If something on Odisha is not on https://t.co/tklvVwUTgF, it is unlikely to be elsewhere...

Join us on Telegram:  https://t.co/Hu7tZ0QKiH
Follow us on Facebook: https://t.co/EYZelyrCNf",12/16/2011 7:28,533546,279,485,TRUE,7/25/2020 9:55,sample collected deceased asi covid testing come positive report body lying unatten,['COVID19'],Twitter Web App,FALSE,Joy,2075,,,,,,,,,
David Eastwick aka TheDaveStream,UK-EU,To be written soon,12/14/2009 14:05,886,11,4693,FALSE,7/25/2020 9:54,one week covid fully gone perfectly safe security guard fully rejoin soc,['COVID19'],Twitter for Android,FALSE,Joy,2076,,,,,,,,,
BERNAMA,"Kuala Lumpur, Malaysia","Agensi Berita Nasional Malaysia, sejak 1967 / Malaysia National News Agency, since 1967 - SUMBER BERITA KEPERCAYAAN ANDA / YOUR TRUSTED NEWS SOURCE",1/20/2010 8:28,824790,1105,37,TRUE,7/25/2020 9:54,covid malaysia lab testing capacity increase case daily dr adham dradhambaba covid,['COVID19'],Twitter Web App,FALSE,Neutral,2077,,,,,,,,,
Peace Mass Logistics,"Enugu, Nigeria",This is the official Twitter handle of Peace Mass Logistics; the largest and fastest courier company in Nigeria. We are reliable and affordable.,10/14/2019 8:05,84,1,4,FALSE,7/25/2020 9:54,saturday share happy moment loved one blissful weekend covid,['COVID19'],Twitter for Android,FALSE,Joy,2078,,,,,,,,,
God Of War,Every where,your favorite idoctor,1/19/2011 17:10,79,125,688,FALSE,7/25/2020 9:54,enough enoughi follow dont follow back davido bbnaijalockdown bbnaija,"['bbnaijalockdown2020', 'bbnaija2020']",Twitter for Android,FALSE,Neutral,2079,,,,,,,,,
Lindsay Bruce,"Edinburgh, Scotland",Coder. Engineer. Designer. Mostly cheap political sarcasm with swearing. Founded https://t.co/7f1YOZCIgA to help pro-indy groups and individuals with logistics.,4/21/2014 14:46,8353,992,23625,FALSE,7/25/2020 9:54,time magazine absolutely damning boris johnson handling covid get,['COVID19'],Twitter Web App,FALSE,Joy,2080,,,,,,,,,
IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",2/2/2009 7:21,5281698,230,4416,TRUE,7/25/2020 9:54,bollywood actress aslijacqueline talk journey entertainment industry life covid,"['Bollywood', 'Covid19']",Twitter Media Studio,FALSE,Neutral,2081,,,,,,,,,
Shifa Foundation,"Islamabad, Pakistan","Shifa Foundation is a Not-For-Profit organization, that aims to provide health, nutrition, education, and safe water to deprived segments of Pakistan.",8/8/2012 4:41,1071,302,203,FALSE,7/25/2020 9:54,day left book share care shifafoundations online qurbani campaign visit donate help,['ShifaFoundation'],Twitter Web App,FALSE,Neutral,2082,,,,,,,,,
B.Z Zameer Ahmed Khan,"Bengaluru, India","Former Minister For Food & Civil Supply, Consumer Affairs, Minority Welfare, Hajj And Wakf Govt Of Karnataka And 4th Time MLA for Chamrajpet Constituency",3/4/2016 21:30,3959,228,133,FALSE,7/25/2020 9:54,today th time covid test grace almighty allah result came negative stayhome amp,"['COVID19', 'STAYHOME']",Twitter for Android,FALSE,Fear,2083,,,,,,,,,
Arul Veerapandi,"Salem, IN",Social Activist,8/5/2014 6:52,1117,453,17836,FALSE,7/25/2020 9:54,covid impact indian manconstructionworkermediumskintonemillions lost job personwalkingmigrants walked km reach,"['COVID19', 'आपदा_में_भाजपाई_अवसर']",Twitter for Android,FALSE,Neutral,2084,,,,,,,,,
Dominikdirekt,"Baden-Württemberg, Deutschland","Politischer Beobachter und friedlicher Kritiker. Sollten Sie Zweifel an, auf meinem Account gesendeten Tweets haben, schreiben Sie mir bitte direkt.",5/29/2009 7:39,179,0,13205,FALSE,7/25/2020 9:54,stay strong confident covid covid covid covid sarscov sarscov coronavirusde,"['COVIDー19', 'Covid_19', 'COVID19', 'COVID__19', 'SARSCoV2', 'SARS_CoV_2', 'CoronaVirusDE']",Twitter Web App,FALSE,Joy,2085,,,,,,,,,
MundaKoshur,"Delhi, Kashmir","Previous account(s) withheld. 
From oppressed, brutalised, occupied land.",2/26/2019 6:13,354,400,4173,FALSE,7/25/2020 9:54,read understand even covid pandemic lg raj admin leaf stone unturned persecute hurriyat lea,['COVID19'],Twitter for Android,FALSE,Neutral,2086,,,,,,,,,
Antoine Ngono,UK,Everyone You Meet Counts...... SelfMade Is Overrated.,11/3/2010 15:37,150,171,156,FALSE,7/25/2020 9:54,thing changed covid facewithmedicalmask,['COVID19'],Twitter for Android,FALSE,Neutral,2087,,,,,,,,,
Angsuman's Server,Canada,"Me: Software Architect, Entrepreneur
Server: Raspberry Pi
Now focused on COVID19 research in India, follow me for daily analysis. Data source: https://t.co/IxO40dUQL2",7/24/2009 17:56,83,28,133,FALSE,7/25/2020 9:54,new covid case reported covid detected statesut last hour info government india,"['COVID19', 'COVID_19']",Prof. Shanku,FALSE,Neutral,2088,,,,,,,,,
منيف,God'S Own Country,fanático to @dulQuer • Visca El barca ⚽,1/19/2020 9:20,1699,1485,7602,FALSE,7/25/2020 9:54,xavi tested positive covid getwellsoonmaestroblackheart,"['xavi', 'Covid19']",Twitter for Android,FALSE,Joy,2089,,,,,,,,,
GJC,"Here, there and back again.","Parts Scottish, Italian and English. Owner of the cutest Petit Brabancon this side of Bruxelles",11/30/2010 1:00,2891,4999,39425,FALSE,7/25/2020 9:53,knee op covid thinkingface facemasks,"['COVID19', 'facemasks']",Twitter for Android,FALSE,Neutral,2090,,,,,,,,,
Mzmicki,Midwestern values,"Musician.  Buckeye's Browns football, the Cav's  the Indian's   except what is. let go of what was. and have faith in what will be.",4/23/2013 4:11,415,2187,5485,FALSE,7/25/2020 9:53,dangerousdonalddump done middle class poor lately he concerned rich,['dangerousDonalddump'],Twitter for Android,FALSE,Fear,2091,,,,,,,,,
Alexander Finlayson,"Ealing, London","Live in London - student and love tweeting. Cycling, Football, Cooking and coffee fanatic (enthusiast). Servant to a Norwegian-Forest Cat. Follow!
Views my own",9/4/2019 6:47,92,563,4806,FALSE,7/25/2020 9:53,well mean want wear mask dont know covid covid covid coronavirus corona,"['COVID', 'COVID19', 'COVIDー19', 'Coronavirus', 'Corona']",Twitter for iPhone,FALSE,Fear,2092,,,,,,,,,
YannisZ,"Co. Clare, Ireland","Head, Biological Sciences @UL Ireland; https://t.co/Ri7JgDsWSl // tweets Ελληνικά (Gr)+English/strictly personal views",10/9/2010 19:41,1163,369,9795,FALSE,7/25/2020 9:53,elephant elephant room battle covid inflammation obesity nutritionalthe,"['COVID19', 'inflammation']",Twitter for iPhone,FALSE,Neutral,2093,,,,,,,,,
Hugo Lpz 羅禹國,🇫🇷⇒🇹🇼🇨🇳⇒🇮🇳⇒🇫🇷🚸,"⌬ #MOOC #JS #D3js, Chinese e-learning, Previously: @CRIparis, @Wikiatlas, @Mapotempo, @INALCO.",11/4/2011 21:56,1113,1466,56293,FALSE,7/25/2020 9:53,sxywu scmpgraphics scmpnews nyt scmpnews amp scmpgraphics map use ultrareadable abstraction map,['abstractions'],Twitter Web App,FALSE,Neutral,2094,,,,,,,,,
Anand K Dubey,"New Delhi, Mumbai",food family film future,9/27/2009 13:46,317,673,6177,FALSE,7/25/2020 9:53,saddened hear news good person village lost life battling corona morning covid,['COVID19'],Twitter for Android,FALSE,Joy,2095,,,,,,,,,
Livemint,India,"Breaking news and analyses of Indian and world business, economy and politics from Mint.",11/27/2008 9:07,1902913,117,472,TRUE,7/25/2020 9:53,arunachals covid tally cross mark fresh case,['COVID19'],Twitter Web App,FALSE,Joy,2096,,,,,,,,,
Henry Dijkhoff,Utrecht,Africa Watcher,10/24/2012 15:59,1268,1459,5495,FALSE,7/25/2020 9:53,covid update africa july eastern africa time africanunion member state reporting data,['COVID19'],LinkedIn,FALSE,Neutral,2097,,,,,,,,,
IANS Tweets,New Delhi,India's largest independent News Agency,5/8/2010 13:21,52155,45,65,TRUE,7/25/2020 9:53,organiser detroitmarathon announced edition race slated held october,['DetroitMarathon'],Twitter Web App,FALSE,Neutral,2098,,,,,,,,,
BritishChiver,"Wicklow, Ireland","Just a British man, living in Ireland, who uses Instagram & twitter to complain, make people laugh & get the news.",6/26/2013 19:34,324,784,66522,FALSE,7/25/2020 9:52,art ryanlynndesign choose mask covid weareinthistogether wearamask,"['covid19', 'weareinthistogether', 'wearamask']",Instagram,FALSE,Neutral,2099,,,,,,,,,
